region,day_type,time_slice,hour,flow_pems,flow_sl,speed_pems,speed_sl,flow_abs_error,speed_abs_error,flow_pct_error,speed_pct_error
rural,weekend,off_peak,1,753.0375,470.7625,66.22875,71.8875,282.27500000000003,5.658749999999998,37.4848530119682,8.544250042466448
rural,weekend,off_peak,2,668.65,357.75,66.10125000000001,70.9875,310.9,4.88624999999999,46.49667239961116,7.39206898507969
rural,weekend,off_peak,3,656.6,322.4,66.1,71.3,334.20000000000005,5.200000000000003,50.89856838257691,7.8668683812405495
rural,weekend,off_peak,4,833.475,409.025,65.70625,71.6125,424.45000000000005,5.90625,50.9253426917424,8.98887092171597
rural,weekend,off_peak,5,1266.4375,880.2875,66.85375,73.875,386.15,7.021249999999995,30.491042787346395,10.502402632612224
rural,weekend,off_peak,19,3751.325,3831.275,58.4225,67.125,79.95000000000027,8.7025,2.1312469594076835,14.895802131028285
rural,weekend,off_peak,20,3105.5625,3126.725,63.1225,69.3625,21.16249999999991,6.239999999999995,0.6814385477671085,9.885540021386976
rural,weekend,off_peak,21,2514.3125,2401.4,66.16749999999999,70.9875,112.91249999999991,4.820000000000007,4.490790225956396,7.284543015831048
rural,weekend,off_peak,22,1757.975,1656.2625,66.69624999999999,72.3,101.71249999999986,5.603750000000005,5.785776248240155,8.401896658357863
rural,weekend,off_peak,23,1272.825,1065.525,66.5925,72.85,207.29999999999995,6.257499999999993,16.28660656413882,9.396703833014218
rural,weekend,pm_peak,15,4109.7625,4294.4625,48.933749999999996,63.7125,184.69999999999982,14.778750000000002,4.494176974946845,30.20154801134187
rural,weekend,pm_peak,16,4050.5,4345.7375,50.8675,65.3,295.2375000000002,14.432499999999997,7.288914948771762,28.372733081043883
rural,weekend,pm_peak,17,4011.95,4350.4,53.63250000000001,64.75,338.4499999999998,11.117499999999993,8.436047308665358,20.729035566121272
rural,weekend,pm_peak,18,3703.675,4038.2,57.935,65.75,334.52499999999964,7.814999999999998,9.032244999898738,13.489255199792865
