region,day_type,time_slice,feature,mae,mape_pct,mean_pems,mean_sl
urban,weekend,am_peak,dow_cos,0.0,0.0,0.20048443395120935,0.20048443395120935
urban,weekend,midday,flow,1377.0659090909091,40.435824847875736,3405.559090909091,3968.4113636363636
urban,weekend,midday,speed,5.365681818181819,8.379801020100306,64.03113636363636,64.95681818181818
urban,weekend,midday,density_proxy,21.36935998583429,39.9014197447522,53.55538755897219,60.18133433184296
urban,weekend,midday,flow_diff1,309.1545454545454,93.69674677467127,237.83409090909092,305.3568181818182
urban,weekend,midday,speed_diff1,1.045,109.52834683182466,-0.3181818181818182,-0.3181818181818182
urban,weekend,midday,hour_sin,0.0,0.0,1.1266240465798465e-16,1.1266240465798465e-16
urban,weekend,midday,hour_cos,0.0,0.0,-0.9327804920294028,-0.9327804920294028
urban,weekend,midday,dow_sin,0.0,0.0,-0.8783796973249269,-0.8783796973249269
urban,weekend,midday,dow_cos,0.0,0.0,0.2004844339512094,0.2004844339512094
urban,weekend,off_peak,flow,641.9803719008264,55.41652212917327,1158.4638429752067,1408.6363636363637
urban,weekend,off_peak,speed,5.026652892561983,7.56392917657666,66.4555785123967,65.0909090909091
urban,weekend,off_peak,density_proxy,9.787291019315338,55.4074436989212,17.6642168739972,21.435933648767424
urban,weekend,off_peak,flow_diff1,239.50309917355372,84.80373688195681,-201.56921487603304,-278.19214876033055
urban,weekend,off_peak,speed_diff1,1.3888429752066116,147.7038013623379,0.3334710743801653,0.2334710743801653
urban,weekend,off_peak,hour_sin,0.0,0.0,-1.5460543772672634e-16,-1.5460543772672634e-16
urban,weekend,off_peak,hour_cos,0.0,0.0,0.6905231011568318,0.6905231011568318
urban,weekend,off_peak,dow_sin,0.0,0.0,-0.8783796973249269,-0.8783796973249269
urban,weekend,off_peak,dow_cos,0.0,0.0,0.20048443395120938,0.20048443395120938
urban,weekend,pm_peak,flow,1479.9204545454545,44.39092977477823,3333.8352272727275,3986.9375
urban,weekend,pm_peak,speed,5.2653409090909085,8.312478135679878,63.34261363636363,64.01136363636364
urban,weekend,pm_peak,density_proxy,23.154377738568385,43.60353514368999,53.102065376731574,61.38561423106657
urban,weekend,pm_peak,flow_diff1,339.15625,108.71679522087952,-222.4005681818182,-189.19886363636363
urban,weekend,pm_peak,speed_diff1,0.9045454545454544,105.99201065246339,-0.20056818181818176,-0.26988636363636365
urban,weekend,pm_peak,hour_sin,0.0,0.0,-0.8847645028150134,-0.8847645028150134
urban,weekend,pm_peak,hour_cos,0.0,0.0,-0.36648145657226733,-0.36648145657226733
urban,weekend,pm_peak,dow_sin,0.0,0.0,-0.8783796973249269,-0.8783796973249269
urban,weekend,pm_peak,dow_cos,0.0,0.0,0.20048443395120935,0.20048443395120935
