region,feature_group,time_slice,day_type,n_pairs,energy,wasserstein,mmd,flow_error_abs,flow_error_pct,speed_error_abs,speed_error_pct,mean_flow_pems,mean_flow_sl,mean_speed_pems,mean_speed_sl
low,temporal,off_peak,weekend,792,0.0,0.0,0.0,122.06565656565657,47.810884992952694,2.5727272727272728,3.8237932419296112,255.30934343434345,288.9179292929293,67.28207070707072,65.41035353535354
low,temporal,pm_peak,weekday,801,0.0,0.0,0.0,872.1335830212234,58.30173767101508,3.684644194756554,5.5681119282186335,1495.896379525593,1865.5605493133583,66.17403245942572,63.227215980024965
low,temporal,pm_peak,weekend,288,0.0,0.0,0.0,615.4861111111111,48.59527151504518,3.022916666666667,4.512470715070596,1266.5555555555557,1608.1458333333333,66.99027777777776,65.29166666666667
rural,temporal,am_peak,weekday,920,0.0,0.0,0.0,486.55326086956524,14.323669642571438,11.663804347826087,20.187374777774643,3396.8478260869565,3359.157608695652,57.77771739130435,69.43913043478261
rural,temporal,am_peak,weekend,320,0.0,0.0,0.0,400.190625,16.56047578343526,6.949375000000001,10.510842644584352,2416.540625,2506.3875,66.11625,73.065625
rural,temporal,midday,weekday,1150,0.0,0.0,0.0,645.62,18.45952612470112,10.203826086956523,17.564889381193307,3497.4895652173914,4006.6939130434785,58.09217391304348,67.6295652173913
rural,temporal,midday,weekend,400,0.0,0.0,0.0,494.38,11.79555453755929,12.411,23.517485101424008,4191.24,4398.155,52.773500000000006,64.93
rural,temporal,off_peak,weekday,2480,0.0,0.0,0.0,574.7608870967742,39.19473285211362,5.537701612903226,8.499278704676136,1466.4237903225805,1392.516129032258,65.15495967741936,70.5733870967742
rural,temporal,off_peak,weekend,880,0.0,0.0,0.0,377.2227272727273,23.67618665869748,6.034204545454545,9.241015413584211,1593.2579545454546,1386.771590909091,65.29806818181818,71.32272727272728
rural,temporal,pm_peak,weekday,890,0.0,0.0,0.0,637.9820224719101,17.96656495810415,6.145730337078652,9.943625459258895,3550.9404494382024,4084.1539325842696,61.80573033707865,66.74157303370787
rural,temporal,pm_peak,weekend,320,0.0,0.0,0.0,492.040625,12.397180945002287,12.4221875,23.50808716993406,3968.971875,4257.2,52.8421875,64.878125
urban,temporal,am_peak,weekday,1012,0.0,0.0,0.0,2331.26185770751,66.10114167814471,11.737351778656127,20.48092640232842,3526.810276679842,4205.744071146245,57.30869565217392,57.69268774703557
urban,temporal,am_peak,weekend,352,0.0,0.0,0.0,924.2443181818181,49.197021570026976,4.96875,7.529186899473086,1878.659090909091,1998.215909090909,65.99318181818181,66.54261363636364
urban,temporal,midday,weekday,1265,0.0,0.0,0.0,1864.0632411067193,49.190262329013024,6.875652173913044,11.086128859980857,3789.496442687747,4572.958893280633,62.0203162055336,61.66798418972332
urban,temporal,midday,weekend,440,0.0,0.0,0.0,1377.0659090909091,40.435824847875736,5.365681818181819,8.379801020100306,3405.559090909091,3968.4113636363636,64.03113636363636,64.95681818181818
urban,temporal,off_peak,weekday,2728,0.0,0.0,0.0,913.6187683284458,71.49456465615168,5.163352898019076,7.749175411716064,1277.8856304985338,1592.8511730205278,66.58214809384164,64.56456346294938
urban,temporal,off_peak,weekend,968,0.0,0.0,0.0,641.9803719008264,55.41652212917327,5.026652892561983,7.56392917657666,1158.4638429752067,1408.6363636363637,66.4555785123967,65.0909090909091
urban,temporal,pm_peak,weekday,979,0.0,0.0,0.0,2007.4187946884576,50.91755931037055,14.473544433094993,27.22295015196868,3942.488253319714,4698.807967313585,53.16670071501532,52.84984678243105
urban,temporal,pm_peak,weekend,352,0.0,0.0,0.0,1479.9204545454545,44.39092977477823,5.2653409090909085,8.312478135679878,3333.8352272727275,3986.9375,63.34261363636363,64.01136363636364
high,dynamics,am_peak,weekday,1012,0.5107797605706894,0.6148707844714238,0.1620383642151494,1974.9357707509882,45.129045449116006,11.144664031620556,19.061590516527463,4376.196640316206,5967.373517786561,58.46660079051383,52.16403162055336
high,dynamics,am_peak,weekend,352,0.19887513392428247,0.3984789194354244,0.051727470385461216,1158.84375,39.380835978590795,2.775568181818182,4.201210911968077,2942.659090909091,3414.150568181818,66.06590909090909,66.9971590909091
